Derives_from,Accession,Name,Arm,Chromosome,Strand,Start,End
MI0000255,MIMAT0004551,hsa-miR-30d-3p,3p,chr8,-,134804879,134804900
MI0000809,MIMAT0004697,hsa-miR-151a-5p,5p,chr8,-,140732623,140732643
MI0000809,MIMAT0000757,hsa-miR-151a-3p,3p,chr8,-,140732587,140732607
MI0006368,MIMAT0005890,hsa-miR-1302,3p,chr8,-,141786255,141786275
MI0016823,MIMAT0018999,hsa-miR-4472,3p,chr8,+,142176396,142176413
MI0017294,MIMAT0019737,hsa-miR-4664-5p,5p,chr8,-,143733123,143733144
MI0017294,MIMAT0019738,hsa-miR-4664-3p,3p,chr8,-,143733089,143733110
MI0005759,MIMAT0004980,hsa-miR-937-3p,3p,chr8,-,143812971,143812992
MI0005759,MIMAT0022938,hsa-miR-937-5p,5p,chr8,-,143813010,143813029
MI0022691,MIMAT0027590,hsa-miR-6845-5p,5p,chr8,-,143837793,143837811
MI0022691,MIMAT0027591,hsa-miR-6845-3p,3p,chr8,-,143837756,143837776
MI0003669,MIMAT0003324,hsa-miR-661,3p,chr8,-,143945206,143945229
MI0022692,MIMAT0027592,hsa-miR-6846-5p,5p,chr8,-,144057354,144057375
MI0022692,MIMAT0027593,hsa-miR-6846-3p,3p,chr8,-,144057321,144057341
MI0022693,MIMAT0027594,hsa-miR-6847-5p,5p,chr8,+,144079879,144079901
MI0022693,MIMAT0027595,hsa-miR-6847-3p,3p,chr8,+,144079918,144079939
MI0022963,MIMAT0028121,hsa-miR-7112-5p,5p,chr8,-,144262716,144262737
MI0022963,MIMAT0028122,hsa-miR-7112-3p,3p,chr8,-,144262673,144262695
MI0022694,MIMAT0027596,hsa-miR-6848-5p,5p,chr8,-,144317288,144317310
MI0022694,MIMAT0027597,hsa-miR-6848-3p,3p,chr8,-,144317253,144317271
MI0005761,MIMAT0004982,hsa-miR-939-5p,5p,chr8,-,144394193,144394216
MI0005761,MIMAT0022939,hsa-miR-939-3p,3p,chr8,-,144394161,144394181
MI0006324,MIMAT0005589,hsa-miR-1234-3p,3p,chr8,-,144400088,144400109
MI0022695,MIMAT0027598,hsa-miR-6849-5p,5p,chr8,-,144400318,144400340
MI0022695,MIMAT0027599,hsa-miR-6849-3p,3p,chr8,-,144400277,144400298
MI0022740,MIMAT0027686,hsa-miR-6893-5p,5p,chr8,-,144435594,144435614
MI0022740,MIMAT0027687,hsa-miR-6893-3p,3p,chr8,-,144435551,144435572
MI0033424,MIMAT0041631,hsa-miR-10400-5p,5p,chr8,-,144462519,144462539
MI0033424,MIMAT0041632,hsa-miR-10400-3p,3p,chr8,-,144462485,144462506
MI0022696,MIMAT0027600,hsa-miR-6850-5p,5p,chr8,-,144791970,144791991
MI0022696,MIMAT0027601,hsa-miR-6850-3p,3p,chr8,-,144791935,144791954
MI0015978,MIMAT0005890,hsa-miR-1302,3p,chr9,+,30216,30236
MI0000739,MIMAT0000099,hsa-miR-101-3p,3p,chr9,+,4850345,4850365
MI0000739,MIMAT0037312,hsa-miR-101-2-5p,5p,chr9,+,4850308,4850329
MI0017295,MIMAT0019739,hsa-miR-4665-5p,5p,chr9,+,6007835,6007857
MI0017295,MIMAT0019740,hsa-miR-4665-3p,3p,chr9,+,6007871,6007896
MI0014179,MIMAT0015025,hsa-miR-3152-3p,3p,chr9,+,18573350,18573371
MI0014179,MIMAT0019207,hsa-miR-3152-5p,5p,chr9,+,18573316,18573337
MI0016825,MIMAT0019000,hsa-miR-4473,3p,chr9,-,20411161,20411182
MI0016826,MIMAT0019234,hsa-miR-4474-5p,5p,chr9,-,20502310,20502330
MI0016826,MIMAT0019001,hsa-miR-4474-3p,3p,chr9,-,20502277,20502298
MI0003126,MIMAT0002807,hsa-miR-491-5p,5p,chr9,+,20716120,20716141
MI0003126,MIMAT0004765,hsa-miR-491-3p,3p,chr9,+,20716154,20716175
MI0000089,MIMAT0000089,hsa-miR-31-5p,5p,chr9,-,21512158,21512178
MI0000089,MIMAT0004504,hsa-miR-31-3p,3p,chr9,-,21512121,21512142
MI0005542,MIMAT0004924,hsa-miR-876-5p,5p,chr9,-,28863675,28863696
MI0005542,MIMAT0004925,hsa-miR-876-3p,3p,chr9,-,28863636,28863657
MI0005564,MIMAT0004953,hsa-miR-873-5p,5p,chr9,-,28888925,28888945
MI0005564,MIMAT0022717,hsa-miR-873-3p,3p,chr9,-,28888889,28888910
MI0039719,MIMAT0049011,hsa-miR-12117,5p,chr9,+,33108700,33108719
MI0022697,MIMAT0027602,hsa-miR-6851-5p,5p,chr9,-,33467908,33467930
MI0022697,MIMAT0027603,hsa-miR-6851-3p,3p,chr9,-,33467869,33467889
MI0017297,MIMAT0019743,hsa-miR-4667-5p,5p,chr9,+,35608096,35608117
MI0017297,MIMAT0019744,hsa-miR-4667-3p,3p,chr9,+,35608139,35608159
MI0022698,MIMAT0027604,hsa-miR-6852-5p,5p,chr9,-,35710716,35710736
MI0022698,MIMAT0027605,hsa-miR-6852-3p,3p,chr9,-,35710684,35710700
MI0022699,MIMAT0027606,hsa-miR-6853-5p,5p,chr9,+,35732927,35732950
MI0022699,MIMAT0027607,hsa-miR-6853-3p,3p,chr9,+,35732974,35732995
MI0016827,MIMAT0019002,hsa-miR-4475,3p,chr9,-,36823542,36823563
MI0016911,MIMAT0019083,hsa-miR-4540,3p,chr9,-,36864254,36864274
MI0016828,MIMAT0019003,hsa-miR-4476,3p,chr9,-,36893466,36893487
MI0006359,MIMAT0005887,hsa-miR-1299,3p,chr9,-,40929010,40929031
MI0016829,MIMAT0019004,hsa-miR-4477a,3p,chr9,+,41233802,41233823
MI0016830,MIMAT0019005,hsa-miR-4477b,3p,chr9,-,41233765,41233786
MI0016830,MIMAT0019005,hsa-miR-4477b,3p,chr9,+,63819623,63819644
MI0016829,MIMAT0019004,hsa-miR-4477a,3p,chr9,-,63819586,63819607
MI0000284,MIMAT0000265,hsa-miR-204-5p,5p,chr9,-,70810031,70810052
MI0000284,MIMAT0022693,hsa-miR-204-3p,3p,chr9,-,70809993,70810013
MI0000263,MIMAT0000252,hsa-miR-7-5p,5p,chr9,-,83969811,83969834
MI0000263,MIMAT0004553,hsa-miR-7-1-3p,3p,chr9,-,83969771,83969792
MI0015898,MIMAT0016920,hsa-miR-4289,5p,chr9,-,88745877,88745895
MI0014180,MIMAT0015026,hsa-miR-3153,3p,chr9,+,89312274,89312296
MI0015899,MIMAT0016921,hsa-miR-4290,3p,chr9,-,90023451,90023469
MI0016414,MIMAT0018184,hsa-miR-3910,3p,chr9,+,91636313,91636332
MI0016431,MIMAT0018184,hsa-miR-3910,3p,chr9,-,91636277,91636296
MI0016051,MIMAT0018071,hsa-miR-3651,3p,chr9,-,92292461,92292484
MI0017301,MIMAT0019750,hsa-miR-4670-5p,5p,chr9,-,92528030,92528051
MI0017301,MIMAT0019751,hsa-miR-4670-3p,3p,chr9,-,92527991,92528012
MI0019145,MIMAT0022291,hsa-miR-548au-5p,5p,chr9,+,93594841,93594861
MI0019145,MIMAT0022292,hsa-miR-548au-3p,3p,chr9,+,93594874,93594894
MI0015900,MIMAT0016922,hsa-miR-4291,5p,chr9,+,93819367,93819382
MI0000060,MIMAT0000062,hsa-let-7a-5p,5p,chr9,+,94175962,94175983
MI0000060,MIMAT0004481,hsa-let-7a-3p,3p,chr9,+,94176013,94176033
MI0000067,MIMAT0000067,hsa-let-7f-5p,5p,chr9,+,94176353,94176374
MI0000067,MIMAT0004486,hsa-let-7f-1-3p,3p,chr9,+,94176409,94176430
MI0000065,MIMAT0000065,hsa-let-7d-5p,5p,chr9,+,94178841,94178862
MI0000065,MIMAT0004484,hsa-let-7d-3p,3p,chr9,+,94178895,94178916
MI0011285,MIMAT0011778,hsa-miR-2278,5p,chr9,+,94809977,94809998
MI0020358,MIMAT0023706,hsa-miR-6081,3p,chr9,+,95065406,95065429
MI0000439,MIMAT0004587,hsa-miR-23b-5p,5p,chr9,+,95085227,95085248
MI0000439,MIMAT0000418,hsa-miR-23b-3p,3p,chr9,+,95085265,95085287
MI0000440,MIMAT0004588,hsa-miR-27b-5p,5p,chr9,+,95085463,95085484
MI0000440,MIMAT0000419,hsa-miR-27b-3p,3p,chr9,+,95085505,95085525
MI0014181,MIMAT0015027,hsa-miR-3074-3p,3p,chr9,-,95086024,95086045
MI0014181,MIMAT0019208,hsa-miR-3074-5p,5p,chr9,-,95086063,95086083
MI0000080,MIMAT0000079,hsa-miR-24-1-5p,5p,chr9,+,95086027,95086048
MI0000080,MIMAT0000080,hsa-miR-24-3p,3p,chr9,+,95086064,95086085
MI0006369,MIMAT0005890,hsa-miR-1302,3p,chr9,-,97363596,97363616
MI0022700,MIMAT0027608,hsa-miR-6854-5p,5p,chr9,-,98229189,98229212
MI0022700,MIMAT0027609,hsa-miR-6854-3p,3p,chr9,-,98229149,98229169
MI0025917,MIMAT0031008,hsa-miR-8081,3p,chr9,+,106600990,106601012
MI0000090,MIMAT0000090,hsa-miR-32-5p,5p,chr9,-,109046272,109046293
MI0000090,MIMAT0004505,hsa-miR-32-3p,3p,chr9,-,109046231,109046252
MI0016435,MIMAT0018202,hsa-miR-3927-3p,3p,chr9,-,109511480,109511501
MI0016435,MIMAT0022970,hsa-miR-3927-5p,5p,chr9,-,109511518,109511538
MI0025238,MIMAT0030017,hsa-miR-7702,5p,chr9,-,111271193,111271214
MI0017298,MIMAT0019745,hsa-miR-4668-5p,5p,chr9,+,111932100,111932122
MI0017298,MIMAT0019746,hsa-miR-4668-3p,3p,chr9,+,111932147,111932169
MI0003513,MIMAT0003150,hsa-miR-455-5p,5p,chr9,+,114209449,114209470
MI0003513,MIMAT0004784,hsa-miR-455-3p,3p,chr9,+,114209487,114209507
MI0000262,MIMAT0000251,hsa-miR-147a,3p,chr9,-,120244985,120245004
MI0016831,MIMAT0019006,hsa-miR-4478,5p,chr9,-,122120147,122120163
MI0003613,MIMAT0003268,hsa-miR-600,3p,chr9,-,123111561,123111583
MI0003614,MIMAT0003269,hsa-miR-601,5p,chr9,-,123402567,123402588
MI0023610,MIMAT0028211,hsa-miR-7150,5p,chr9,-,123485584,123485601
MI0000269,MIMAT0000256,hsa-miR-181a-5p,5p,chr9,+,124692480,124692502
MI0000269,MIMAT0004558,hsa-miR-181a-2-3p,3p,chr9,+,124692518,124692539
MI0000683,MIMAT0000257,hsa-miR-181b-5p,5p,chr9,+,124693725,124693747
MI0000683,MIMAT0031893,hsa-miR-181b-2-3p,3p,chr9,+,124693763,124693782
MI0016415,MIMAT0018185,hsa-miR-3911,5p,chr9,-,127690763,127690784
MI0016964,MIMAT0019337,hsa-miR-3960,3p,chr9,+,127785879,127785898
MI0013006,MIMAT0013802,hsa-miR-2861,3p,chr9,+,127785971,127785989
MI0017303,MIMAT0019754,hsa-miR-4672,3p,chr9,-,127869425,127869445
MI0000282,MIMAT0000263,hsa-miR-199b-5p,5p,chr9,-,128244783,128244805
MI0000282,MIMAT0004563,hsa-miR-199b-3p,3p,chr9,-,128244745,128244766
MI0014182,MIMAT0015028,hsa-miR-3154,3p,chr9,-,128244956,128244977
MI0000740,MIMAT0000276,hsa-miR-219a-5p,5p,chr9,-,128392676,128392696
MI0000740,MIMAT0004675,hsa-miR-219a-2-3p,3p,chr9,-,128392632,128392653
MI0017299,MIMAT0019747,hsa-miR-219b-5p,5p,chr9,+,128392634,128392655
MI0017299,MIMAT0019748,hsa-miR-219b-3p,3p,chr9,+,128392676,128392698
MI0022701,MIMAT0027610,hsa-miR-6855-5p,5p,chr9,+,129869610,129869634
MI0022701,MIMAT0027611,hsa-miR-6855-3p,3p,chr9,+,129869650,129869671
MI0039728,MIMAT0049020,hsa-miR-12126,3p,chr9,+,130241451,130241474
MI0022702,MIMAT0027612,hsa-miR-6856-5p,5p,chr9,+,130626302,130626325
MI0022702,MIMAT0027613,hsa-miR-6856-3p,3p,chr9,+,130626342,130626363
MI0019283,MIMAT0022471,hsa-miR-548aw,5p,chr9,+,132945714,132945733
MI0022724,MIMAT0027654,hsa-miR-6877-5p,5p,chr9,+,133052001,133052022
MI0022724,MIMAT0027655,hsa-miR-6877-3p,3p,chr9,+,133052035,133052055
MI0017300,MIMAT0019749,hsa-miR-4669,3p,chr9,+,134379449,134379470
MI0016832,MIMAT0019007,hsa-miR-3689c,3p,chr9,-,134849302,134849323
MI0016090,MIMAT0018117,hsa-miR-3689a-5p,5p,chr9,-,134849534,134849555
MI0016090,MIMAT0018118,hsa-miR-3689a-3p,3p,chr9,-,134849494,134849515
MI0016834,MIMAT0019008,hsa-miR-3689d,5p,chr9,-,134849660,134849681
MI0016411,MIMAT0018180,hsa-miR-3689b-5p,5p,chr9,-,134850206,134850227
MI0016411,MIMAT0018181,hsa-miR-3689b-3p,3p,chr9,-,134850166,134850187
MI0016835,MIMAT0019008,hsa-miR-3689d,5p,chr9,-,134850332,134850353
MI0016836,MIMAT0019009,hsa-miR-3689e,5p,chr9,-,134850614,134850635
MI0016837,MIMAT0019010,hsa-miR-3689f,5p,chr9,-,134850783,134850804
MI0017304,MIMAT0019755,hsa-miR-4673,5p,chr9,-,136519604,136519625
MI0017305,MIMAT0019756,hsa-miR-4674,3p,chr9,-,136546182,136546202
MI0000471,MIMAT0000444,hsa-miR-126-5p,5p,chr9,+,136670616,136670636
MI0000471,MIMAT0000445,hsa-miR-126-3p,3p,chr9,+,136670653,136670674
MI0022557,MIMAT0025853,hsa-miR-6722-5p,5p,chr9,-,136746941,136746960
MI0022557,MIMAT0025854,hsa-miR-6722-3p,3p,chr9,-,136746903,136746924
MI0015897,MIMAT0016919,hsa-miR-4292,3p,chr9,+,136830996,136831013
MI0016838,MIMAT0019011,hsa-miR-4479,3p,chr9,+,136886777,136886798
MI0016012,MIMAT0018002,hsa-miR-3621,5p,chr9,-,137169236,137169255
MI0022965,MIMAT0028125,hsa-miR-7114-5p,5p,chr9,-,137450061,137450081
MI0022965,MIMAT0028126,hsa-miR-7114-3p,3p,chr9,-,137450026,137450046
MI0003615,MIMAT0003270,hsa-miR-602,5p,chr9,+,137838434,137838456
MI0016091,MIMAT0018119,hsa-miR-3690,5p,chrX,+,1293927,1293949
MI0020366,MIMAT0023714,hsa-miR-6089,3p,chrX,+,2609229,2609252
MI0017411,MIMAT0019924,hsa-miR-4770,3p,chrX,-,6383907,6383924
MI0017408,MIMAT0019919,hsa-miR-4767,5p,chrX,+,7147869,7147891
MI0003666,MIMAT0003321,hsa-miR-651-5p,5p,chrX,+,8126980,8127001
MI0003666,MIMAT0026624,hsa-miR-651-3p,3p,chrX,+,8127018,8127039
MI0019286,MIMAT0022474,hsa-miR-548ax,5p,chrX,-,11318656,11318677
MI0020363,MIMAT0023711,hsa-miR-6086,5p,chrX,+,13590293,13590312
MI0016904,MIMAT0019076,hsa-miR-548am-3p,3p,chrX,-,16627019,16627040
MI0016904,MIMAT0022740,hsa-miR-548am-5p,5p,chrX,-,16627055,16627076
MI0017409,MIMAT0019920,hsa-miR-4768-5p,5p,chrX,+,17425889,17425910
MI0017409,MIMAT0019921,hsa-miR-4768-3p,3p,chrX,+,17425927,17425946
MI0016010,MIMAT0018000,hsa-miR-23c,3p,chrX,-,20017101,20017122
MI0021279,MIMAT0024618,hsa-miR-6134,3p,chrX,-,28495575,28495593
MI0019299,MIMAT0022485,hsa-miR-4666b,5p,chrX,+,29574286,29574308
MI0016420,MIMAT0018189,hsa-miR-3915,5p,chrX,-,32583711,32583732
MI0006378,MIMAT0005895,hsa-miR-548f-3p,3p,chrX,-,32641490,32641508
MI0016815,MIMAT0018990,hsa-miR-548aj-3p,3p,chrX,-,38023912,38023932
MI0016815,MIMAT0022739,hsa-miR-548aj-5p,5p,chrX,-,38023949,38023971
MI0016593,MIMAT0018352,hsa-miR-3937,3p,chrX,+,39661276,39661298
MI0016905,MIMAT0019077,hsa-miR-1587,5p,chrX,+,39837562,39837581
MI0000298,MIMAT0004568,hsa-miR-221-5p,5p,chrX,-,45746221,45746242
MI0000298,MIMAT0000278,hsa-miR-221-3p,3p,chrX,-,45746180,45746202
MI0000299,MIMAT0004569,hsa-miR-222-5p,5p,chrX,-,45747073,45747094
MI0000299,MIMAT0000279,hsa-miR-222-3p,3p,chrX,-,45747036,45747056
MI0017410,MIMAT0019922,hsa-miR-4769-5p,5p,chrX,+,47587436,47587459
MI0017410,MIMAT0019923,hsa-miR-4769-3p,3p,chrX,+,47587476,47587497
MI0003205,MIMAT0002888,hsa-miR-532-5p,5p,chrX,+,50003167,50003188
MI0003205,MIMAT0004780,hsa-miR-532-3p,3p,chrX,+,50003204,50003225
MI0000484,MIMAT0000457,hsa-miR-188-5p,5p,chrX,+,50003517,50003537
MI0000484,MIMAT0004613,hsa-miR-188-3p,3p,chrX,+,50003556,50003576
MI0003184,MIMAT0004773,hsa-miR-500a-5p,5p,chrX,+,50008443,50008465
MI0003184,MIMAT0002871,hsa-miR-500a-3p,3p,chrX,+,50008482,50008503
MI0000762,MIMAT0000705,hsa-miR-362-5p,5p,chrX,+,50008968,50008991
MI0000762,MIMAT0004683,hsa-miR-362-3p,3p,chrX,+,50009005,50009026
MI0003185,MIMAT0002872,hsa-miR-501-5p,5p,chrX,+,50009735,50009756
MI0003185,MIMAT0004774,hsa-miR-501-3p,3p,chrX,+,50009772,50009793
MI0015903,MIMAT0016925,hsa-miR-500b-5p,5p,chrX,+,50010682,50010699
MI0015903,MIMAT0027032,hsa-miR-500b-3p,3p,chrX,+,50010722,50010741
MI0003684,MIMAT0003338,hsa-miR-660-5p,5p,chrX,+,50013256,50013277
MI0003684,MIMAT0022711,hsa-miR-660-3p,3p,chrX,+,50013292,50013312
MI0003186,MIMAT0002873,hsa-miR-502-5p,5p,chrX,+,50014613,50014633
MI0003186,MIMAT0004775,hsa-miR-502-3p,3p,chrX,+,50014649,50014670
MI0025924,MIMAT0031015,hsa-miR-8088,5p,chrX,-,52336612,52336632
MI0022742,MIMAT0027690,hsa-miR-6895-5p,5p,chrX,-,53195463,53195483
MI0022742,MIMAT0027691,hsa-miR-6895-3p,3p,chrX,-,53195411,53195432
MI0022741,MIMAT0027688,hsa-miR-6894-5p,5p,chrX,-,53198917,53198940
MI0022741,MIMAT0027689,hsa-miR-6894-3p,3p,chrX,-,53198889,53198909
MI0022703,MIMAT0027614,hsa-miR-6857-5p,5p,chrX,-,53405739,53405760
MI0022703,MIMAT0027615,hsa-miR-6857-3p,3p,chrX,-,53405673,53405693
MI0000100,MIMAT0000096,hsa-miR-98-5p,5p,chrX,-,53556299,53556320
MI0000100,MIMAT0022842,hsa-miR-98-3p,3p,chrX,-,53556241,53556262
MI0000068,MIMAT0000067,hsa-let-7f-5p,5p,chrX,-,53557246,53557267
MI0000068,MIMAT0004487,hsa-let-7f-2-3p,3p,chrX,-,53557196,53557217
MI0016906,MIMAT0019078,hsa-miR-4536-5p,5p,chrX,-,55451561,55451581
MI0016906,MIMAT0020959,hsa-miR-4536-3p,3p,chrX,-,55451495,55451515
MI0019149,MIMAT0019078,hsa-miR-4536-5p,5p,chrX,+,55451496,55451516
MI0019149,MIMAT0020959,hsa-miR-4536-3p,3p,chrX,+,55451562,55451582
MI0003782,MIMAT0006789,hsa-miR-1468-5p,5p,chrX,-,63786055,63786075
MI0003782,MIMAT0026638,hsa-miR-1468-3p,3p,chrX,-,63786012,63786033
MI0000300,MIMAT0004570,hsa-miR-223-5p,5p,chrX,+,66018895,66018916
MI0000300,MIMAT0000280,hsa-miR-223-3p,3p,chrX,+,66018937,66018958
MI0016436,MIMAT0018203,hsa-miR-676-5p,5p,chrX,+,70022864,70022884
MI0016436,MIMAT0018204,hsa-miR-676-3p,3p,chrX,+,70022899,70022919
MI0003685,MIMAT0003339,hsa-miR-421,3p,chrX,-,74218392,74218414
MI0005566,MIMAT0004955,hsa-miR-374b-5p,5p,chrX,-,74218587,74218608
MI0005566,MIMAT0004956,hsa-miR-374b-3p,3p,chrX,-,74218557,74218578
MI0016684,MIMAT0018443,hsa-miR-374c-5p,5p,chrX,+,74218561,74218582
MI0016684,MIMAT0022735,hsa-miR-374c-3p,3p,chrX,+,74218587,74218608
MI0003516,MIMAT0004785,hsa-miR-545-5p,5p,chrX,-,74287164,74287185
MI0003516,MIMAT0003165,hsa-miR-545-3p,3p,chrX,-,74287126,74287147
MI0000782,MIMAT0000727,hsa-miR-374a-5p,5p,chrX,-,74287325,74287346
MI0000782,MIMAT0004688,hsa-miR-374a-3p,3p,chrX,-,74287295,74287316
MI0001145,MIMAT0001075,hsa-miR-384,3p,chrX,-,76919285,76919304
MI0000824,MIMAT0000771,hsa-miR-325,5p,chrX,-,77005464,77005486
MI0015904,MIMAT0016926,hsa-miR-4328,3p,chrX,-,78901204,78901220
MI0006424,MIMAT0005935,hsa-miR-548i,5p,chrX,-,84225797,84225818
MI0006652,MIMAT0005952,hsa-miR-1321,3p,chrX,+,85835832,85835849
MI0000760,MIMAT0000703,hsa-miR-361-5p,5p,chrX,-,85903681,85903702
MI0000760,MIMAT0004682,hsa-miR-361-3p,3p,chrX,-,85903641,85903663
MI0006400,MIMAT0005917,hsa-miR-548m,5p,chrX,-,95063192,95063212
MI0016907,MIMAT0019079,hsa-miR-548an,5p,chrX,+,106639828,106639847
MI0003667,MIMAT0003322,hsa-miR-652-3p,3p,chrX,+,110055389,110055409
MI0003667,MIMAT0022709,hsa-miR-652-5p,5p,chrX,+,110055349,110055373
MI0016996,MIMAT0019363,hsa-miR-3978,5p,chrX,+,110082121,110082144
MI0015901,MIMAT0016923,hsa-miR-4329,3p,chrX,-,112780728,112780746
MI0003944,MIMAT0010367,hsa-miR-764,5p,chrX,+,114639445,114639466
MI0008333,MIMAT0007887,hsa-miR-1912-3p,3p,chrX,+,114651589,114651610
MI0008333,MIMAT0037333,hsa-miR-1912-5p,5p,chrX,+,114651556,114651577
MI0003758,MIMAT0005791,hsa-miR-1264,3p,chrX,+,114652696,114652718
MI0003938,MIMAT0005800,hsa-miR-1298-5p,5p,chrX,+,114715250,114715271
MI0003938,MIMAT0026641,hsa-miR-1298-3p,3p,chrX,+,114715304,114715324
MI0008332,MIMAT0007885,hsa-miR-1911-5p,5p,chrX,+,114763195,114763217
MI0008332,MIMAT0007886,hsa-miR-1911-3p,3p,chrX,+,114763232,114763251
MI0001637,MIMAT0001532,hsa-miR-448,3p,chrX,+,114823524,114823545
MI0006419,MIMAT0005933,hsa-miR-1277-3p,3p,chrX,+,118386440,118386461
MI0006419,MIMAT0022724,hsa-miR-1277-5p,5p,chrX,+,118386401,118386424
MI0003836,MIMAT0003888,hsa-miR-766-3p,3p,chrX,-,119646763,119646784
MI0003836,MIMAT0022714,hsa-miR-766-5p,5p,chrX,-,119646799,119646820
MI0016073,MIMAT0018095,hsa-miR-3672,5p,chrX,+,121370986,121371008
MI0000764,MIMAT0003385,hsa-miR-363-5p,5p,chrX,-,134169425,134169446
MI0000764,MIMAT0000707,hsa-miR-363-3p,3p,chrX,-,134169382,134169403
MI0000094,MIMAT0000092,hsa-miR-92a-3p,3p,chrX,-,134169544,134169565
MI0000094,MIMAT0004508,hsa-miR-92a-2-5p,5p,chrX,-,134169583,134169604
MI0000075,MIMAT0004492,hsa-miR-19b-2-5p,5p,chrX,-,134169727,134169748
MI0000075,MIMAT0000074,hsa-miR-19b-3p,3p,chrX,-,134169683,134169705
MI0001519,MIMAT0001413,hsa-miR-20b-5p,5p,chrX,-,134169850,134169872
MI0001519,MIMAT0004752,hsa-miR-20b-3p,3p,chrX,-,134169813,134169834
MI0001518,MIMAT0001412,hsa-miR-18b-5p,5p,chrX,-,134170084,134170106
MI0001518,MIMAT0004751,hsa-miR-18b-3p,3p,chrX,-,134170042,134170063
MI0000113,MIMAT0000103,hsa-miR-106a-5p,5p,chrX,-,134170244,134170266
MI0000113,MIMAT0004517,hsa-miR-106a-3p,3p,chrX,-,134170208,134170229
MI0005531,MIMAT0004909,hsa-miR-450b-5p,5p,chrX,-,134540231,134540252
MI0005531,MIMAT0004910,hsa-miR-450b-3p,3p,chrX,-,134540194,134540215
MI0001652,MIMAT0001545,hsa-miR-450a-5p,5p,chrX,-,134540393,134540414
MI0001652,MIMAT0022700,hsa-miR-450a-1-3p,3p,chrX,-,134540358,134540379
MI0003187,MIMAT0001545,hsa-miR-450a-5p,5p,chrX,-,134540564,134540585
MI0003187,MIMAT0031074,hsa-miR-450a-2-3p,3p,chrX,-,134540529,134540550
MI0003686,MIMAT0003340,hsa-miR-542-5p,5p,chrX,-,134541400,134541422
MI0003686,MIMAT0003389,hsa-miR-542-3p,3p,chrX,-,134541364,134541385
MI0003188,MIMAT0002874,hsa-miR-503-5p,5p,chrX,-,134546371,134546393
MI0003188,MIMAT0022925,hsa-miR-503-3p,3p,chrX,-,134546331,134546353
MI0001446,MIMAT0001341,hsa-miR-424-5p,5p,chrX,-,134546680,134546701
MI0001446,MIMAT0004749,hsa-miR-424-3p,3p,chrX,-,134546644,134546664
MI0005756,MIMAT0004977,hsa-miR-934,5p,chrX,+,136550892,136550913
MI0003189,MIMAT0002875,hsa-miR-504-5p,5p,chrX,-,138667760,138667781
MI0003189,MIMAT0026612,hsa-miR-504-3p,3p,chrX,-,138667724,138667744
MI0003190,MIMAT0004776,hsa-miR-505-5p,5p,chrX,-,139924196,139924217
MI0003190,MIMAT0002876,hsa-miR-505-3p,3p,chrX,-,139924160,139924181
MI0008192,MIMAT0006764,hsa-miR-320d,3p,chrX,-,140926172,140926190
MI0022560,MIMAT0025857,hsa-miR-892c-5p,5p,chrX,-,145992796,145992816
MI0022560,MIMAT0025858,hsa-miR-892c-3p,3p,chrX,-,145992760,145992781
MI0005533,MIMAT0004912,hsa-miR-890,5p,chrX,-,145994321,145994341
MI0005537,MIMAT0004916,hsa-miR-888-5p,5p,chrX,-,145994830,145994850
MI0005537,MIMAT0004917,hsa-miR-888-3p,3p,chrX,-,145994794,145994815
MI0005528,MIMAT0004907,hsa-miR-892a,3p,chrX,-,145996679,145996699
MI0005538,MIMAT0004918,hsa-miR-892b,3p,chrX,-,145997208,145997229
MI0005534,MIMAT0004913,hsa-miR-891b,5p,chrX,-,146001100,146001121
MI0005524,MIMAT0004902,hsa-miR-891a-5p,5p,chrX,-,146027841,146027862
MI0005524,MIMAT0026717,hsa-miR-891a-3p,3p,chrX,-,146027804,146027825
MI0006649,MIMAT0005789,hsa-miR-513c-5p,5p,chrX,-,147189753,147189774
MI0006649,MIMAT0022728,hsa-miR-513c-3p,3p,chrX,-,147189717,147189739
MI0006648,MIMAT0005788,hsa-miR-513b-5p,5p,chrX,-,147199093,147199114
MI0006648,MIMAT0026749,hsa-miR-513b-3p,3p,chrX,-,147199057,147199078
MI0003191,MIMAT0002877,hsa-miR-513a-5p,5p,chrX,-,147213538,147213555
MI0003191,MIMAT0004777,hsa-miR-513a-3p,3p,chrX,-,147213498,147213520
MI0003192,MIMAT0002877,hsa-miR-513a-5p,5p,chrX,-,147225900,147225917
MI0003192,MIMAT0004777,hsa-miR-513a-3p,3p,chrX,-,147225860,147225882
MI0003193,MIMAT0002878,hsa-miR-506-3p,3p,chrX,-,147230753,147230773
MI0003193,MIMAT0022701,hsa-miR-506-5p,5p,chrX,-,147230788,147230809
MI0003194,MIMAT0002879,hsa-miR-507,3p,chrX,-,147231002,147231022
MI0003195,MIMAT0004778,hsa-miR-508-5p,5p,chrX,-,147236980,147237002
MI0003195,MIMAT0002880,hsa-miR-508-3p,3p,chrX,-,147236945,147236967
MI0014251,MIMAT0015087,hsa-miR-514b-5p,5p,chrX,-,147250197,147250218
MI0014251,MIMAT0015088,hsa-miR-514b-3p,3p,chrX,-,147250161,147250181
MI0005530,MIMAT0004779,hsa-miR-509-5p,5p,chrX,-,147258811,147258831
MI0005530,MIMAT0002881,hsa-miR-509-3p,3p,chrX,-,147258775,147258796
